svensk,german,optional,page,chapter
bussbiljett,Busfahrkarte,"(-en, -er, -erna)",24,5
dator,Computer,"(-n, -er, -erna)",24,5
byta,austauschen,"(byter, bytte, bytt)",24,5
Kina,China,"",27,5
plus,plus,"",28,5
när,wann,"",28,5
ungefär,ungefär,"",28,5
prick,genau,(precis),29,5
Kanon!,Super!,"",30,5
stiga,upp aufstehen,"(stiger, steg, stigit)",31,6
ta en tupplur,ein Nickerchen machen,"(-en, -ar, -arna)",31,6
lägga,legen,"(lägger, la/lade, lagt)",31,6
efter,nach,"",31,6
eftermiddag,Nachmittag,"(-en, -ar, -arna)",31,6
under,unter,"",32,6
sätta,på einschalten,"(sätter, satte, satt)",34,6
yoga,Yoga,"(-r, -de, -t)",35,6
bar,Bar,"(-en, -er, -erna)",35,6
jättehungrig,superhungrig,"(-t, -a)",35,7
kaka,Kuchen,"(-n, -or, -orna)",35,7
slå,koden die Geheimzahl eingeben,"(-r, slog, slagit)",35,7
lyxbulle,Luxusweckchen,"(-en, -ar, arna)",35,7
dosa,Dose,"(-n, -or, -orna)",38,7
räksallad,Garnelensalat,"(-en, -er, -erna)",38,7
wienerbröd,Kopenhagener Gebäck,"(-et, -en, ena)",38,7
torg,[Markt-]Platz,"(-et, −, -en)",40,7
hylla,Regal,"(-n, -or, -orna)",42,8
chark,Fleischabteilung,(-en),42,8
fil,saure Milch,(-en),42,8
fläskkotlett,Schweinekotelett,"(-en, -er, -erna)",42,8
ketchup,Ketchup,(-en),43,8
ärta,Erbse,"(-n, -or, -orna)",43,8
tunga,Zunge,"(-n, -or, -orna)",43,8
experimentteater,Experimenttheater,"(-n, experimentteatrar, experimentteatrarna)",46,9
hockey,Hockey,(-n),46,9
favorit,lieblingsi,"(-en, -er, -erna)",46,9
söndag,Sonntag,"(-en, -ar, -arna)",47,9
åka,fahren,"(-er, -te, -t)",48,9
asiatisk,asiatisch,"(-t, -a)",49,9
aldrig,nie,"",49,9
skida,Ski,"(-an, -or, -orna)",51,9
historisk,historisch,"(-t, -a)",52,10
fransk,französisch,"(-t, -a)",52,10
nyckelord,Schlüsselwort,"(-et, −, -en)",53,10
tillbaka,zurück,"",54,10
ändelse,Endung,"(-n, -er, -erna)",54,10
berömd,berümt,"(berömt, -a)",54,10
byt,tausche,"",55,10
stadshus,Stadthaus/Rathaus,"(-et, −, -en)",56,10
brev,Brief,"(-et, −, -en)",56,10
moster,Tante mütterlicherseits,"(-n, mostrar, mostrarna)",57,11
vandrarhem,Jugendherberge,"(-met, −, -men)",57,11
oss,uns,"",57,11
barnbarn,Enkelkind,"(-et, −, -en)",58,11
Nämen!,Nanu!,"",60,11
bil,Auto,"(-en, -ar, -arna)",60,11
fysik,Physik,"(-en, -er, -erna)",62,11
festsal,Festsaal,"(-en, -ar, -arna)",62,11
katastrof,Katastrophe,"(-en, -er, -erna)",62,11
relation,Beziehung,"(-en, -er, -erna)",62,11
karriär,Karriere,"(-en, -er, -erna)",64,12
komponera,komponieren,"(-r, -de, -t)",65,12
aktivist,Aktivist,"(-en, -er, -erna)",65,12
småsaker,kleine Sachen,(-na),65,12
snygg,gutaussehend,"(-t, -a)",65,12
trehundra,dreihundert,"",67,12
loppis,Trödelmarkt,"(-en, -ar, -arna)",67,12
byxor,Paar Hosen,(-na),68,12
vit,weiß,"(-t, -a)",68,12
prickig,gepunktet,"(-t, -a)",68,13
omodern,unmodern,"(-t, -a)",69,13
spara,"sparen, aufheben","(-r, -de, -t)",70,13
madrass,Matratze,"(-en, -er, -erna)",72,13
populär,beliebt,"(-t, -a)",72,13
kvalitet,Qualität,"(-en, -er, -erna)",73,13
plural,Plural,"",73,13
löpband,Laufband,"(-et, −, -en)",75,13
sport,Sport,"",76,14
försäljare,Verkäufer,"(-n, −, -na)",78,14
bagage,Gepäck,"(-t, −, -en)",79,14
nordisk,nordisch,"(-t, -a)",79,14
väster,Westen,"",79,14
slottsteater,Schlosstheater,"(-n, slottsteatrar, slottsteatrarna)",79,14
myggmedel,Mückenmittel,"(myggmedlet, −, myggmedlen)",79,14
sjätte,sechste,"",82,15
femtonde,fünfzehnte,"",82,15
trettioförsta,einunddreißigste,"",82,15
wir,heute?,"",82,15
hoppa,fallskärm Fallschirm springen,"(-r, -de, -t)",83,15
motorcykel,Motorrad,"(-n, -ar, -arna)",84,15
Det är mulet. Es ist,bewölkt.,(flächendeckend),86,15
hotell,Hotel,"(-et, −, -en)",89,15
åka,tåg Zug fahren,"(åker, åkte, åkt)",90,16
hållplats,Haltestelle,"(-en, -er, -erna)",91,16
Helsingfors,Helsinki,"",93,16
linje,Linie,"(-n, -er, -erna)",93,16
sjua,Sieben,"(-n, sjuor, -orna)",94,16
femtiosjua,Siebenundfünfzig,"",94,16
flyg,Flug,"(-et, −, -en)",95,16
camping,Campingplatz,"(-en, -ar, -arna)",96,16
försenad,verspätet,"(-t, -e)",97,17
jättefin,sehr schön,"(-t, -a)",97,17
tobaksaffär,Tabakladen,"(-en, -er, -erna)",99,17
rita,in reinzeichnen,"(-r, -de, -t)",100,17
sms-konversation,Sms-Konversation,"(-en, -er, -erna)",103,17
avslut,enden,(-a),103,17
tiotusental,zehntausende,"",103,17
same,Sami,"(-n, -r, -rna)",105,17
industri,Industrie,"(-n, -er, -erna)",105,18
asyl,Asyl,"",105,18
elektronik,Elektronik,(-en),105,18
naturresurs,Bodenschätze/Naturschätze,"(-en, -er, -erna)",106,18
"helgon (-et, −, -en) Heilige(r)",undefined,"(-et, −, -en) Heilige(r)",107,18
exemplar,Exemplar,"(-et, −, -en)",107,18
barnvagn,Kinderwagen,"(-en, -ar, -arna)",108,18
läpp,Lippe,"(-en, -ar, -arna)",108,18
Klarälven-Götaälv,der längste,(Sveriges längsta älv),110,18
befolkning,Bevölkerung,(-en),110,19
mansnamn,Männername,"(-et, −, -en)",111,19
katolik,Katholik,"(-en, -er, -erna)",111,19
byta,jobb Job tauschen,"(byter, bytte, bytt)",113,19
skolflicka,Schulmädchen,"(-n, -skolflickor, skolflickorna)",113,19
dejtingsajt,Dating-Seite,"(-en, -er, -erna)",114,19
skriva,några rader ein paar Zeilen schreiben,"(skrev, skrivit)",114,19
tvätta,waschen,"(-r, -de, -t)",115,19
arbetslös,arbeitslos,(-a),116,19
tangentbord,Tastatur,"(-et, −, -en)",118,20
bifoga,beifügen,"(-r, -de, -t)",118,20
sök,suche,"",118,20
ladda,ner downloaden,"(-r, -de, -t)",119,20
skrivare,Drucker,"(-n, −, skrivarna)",119,20
jordgubbe,Erdbeere,"(-n, -ar, -arna)",121,20
bas,Basis,"(-en, -er, -erna)",123,20
skeptisk,skeptisch,"(-t, -a)",123,20
stek,Braten,"(-en, -ar, -arna)",123,20
böckling,geräucherter Hering,"(-en, -ar, -arna)",123,21
feber,"Manie, Fieber",(-n),123,21
frukt,Obst,"(-en, -er, -erna)",124,21
mätt,satt,(-a),125,21
köttindustri,Fleischindustrie,(-n),127,21
bär,Beere,"(-et, −, -en)",127,21
information,Information,(-en),128,21
marockansk,marockanisch,"(-t, -a)",128,21
ungersk,ungarisch,"(-t, -a)",128,21
smaka,schmecken,"(-r, -de, -t)",130,21
veterinär,Veterinär/in,"(-en, -er, -erna)",131,22
inne,drinnen,"",133,22
härifrån,hierher,"",133,22
försova,sig sich verschlafen,"(-er, försov, försovit)",134,22
huvudkontor,Firmensitz,"(-et, -en, -ena)",135,22
landa,landen,"(-r, -de, -t)",137,22
datasupporttekniker,IT-Techniker/in,"(-n, −, -na)",139,22
omtänksam,fürsorglich,"(-t, -ma)",139,22
litteraturvetenskap,Literaturwissenschaft,(-en),139,22
utveckling,Entwicklung,"(-en, -ar, -arna)",141,23
barfota,barfuß,"",141,23
gräs,Gras,(-et),141,23
faktor,Faktor,"(-n, -er, -erna)",144,23
bilfärja,Autofähre,"(-n, -or, -orna)",146,23
måla,om neu streichen,"(-r, -de, -t)",147,23
Skål!,Prost!,"",148,23
skjuta,schießen,"(skjuter, sköt, skjutit)",149,24
komplimang,Kompliment,"(-en, -er, -erna)",151,24
värdinna,Gastgeberin,"(-n, -or, -orna)",152,24
presentshopp,Laden für Geschenkartikel,"(-en, -ar, -arna)",153,24
toppendag,Supertag,"",154,24
starksprit,Hochprozentiger,(-en),157,24
subjekt,Subjekt,"(-et, −, -en)",157,24
tyst,leise,(-a),160,25
sten,Stein,"(-en, -ar, -arna)",160,25
midsommar,Mittsommer,"(-en, midsomrar, midsomrarna)",161,25
sjuk,krank,"(-t, -a)",162,25
snöig,verschneit,"(-t, -a)",163,25
värre,schlimmer,"",164,25
faktaruta,Infokästchen,"(-n, -or, -orna)",165,25
vante,Handschuh,"(-n, -ar, -arna)",165,25
söka,på internet im Internet suchen,"(-er, -te, -t)",167,26
"komvux Kolleg, Abendgymnasium (Institut des zweiten Bildungsweges)",undefined,(Institut des zweiten Bildungsweges),168,26
hösttermin,Herbstsemester,"(-en, -er, -erna)",168,26
teoretisk,theoretisch,"(-t, -a)",168,26
låna,ut verleihen,"(-r, -de, -t)",168,26
studenttidning,Studentenzeitschrift,"(-en , -ar, -arna)",170,26
förklara,erklären,"(-r, -de, -t)",170,26
masterexamen,Masterexamen,"",170,26
stödord,Stichwort,"(-et, −, -en)",172,26
översättare,Übersetzer/in,"(-n, −, översättarna)",174,26
bostad,Wohnung,"(-en, bostäder, bostäderna)",175,27
Småstad,Kleinstadt,"(-en, småstäder, småstäderna)",177,27
vanligtvis,normalerweise,"",177,27
gemensam,gemeinsam,"(-t, -ma)",177,27
parhus,Paarhaus,"(-et, −, -en)",177,27
närförort,naher Vorort,"(-en, -er, -erna)",178,27
sopor,Müll,(-na),178,27
dessutom,außerdem,"",179,27
argumentera,argumentieren,"(-r, -de, -t)",181,27
bläddra,blättern,"(-r, -de, -t)",182,28
trägolv,Holzfußboden,"(-et, −, -en)",182,28
golv,Fußboden,"(-et, −, -en)",185,28
Kapitel,18,"",187,28
nyhet,Nachricht,"(-en, -er, -erna)",189,28
andel,Anteil,"(-en, -ar, -arna)",190,28
timer,Timer,(-n),191,29
larm,Alarm,"(-et, −, -en)",191,29
hotell,Hotel,"(-et, −, -en)",193,29
taxameter,Taxameter,"(-n, taxametrar, taxametrarna)",93,16
åtta,Acht,"(-n, -or, -orna)",94,16
åttiofemma,Fünfundachzig,"",94,16
drink,Drink,"(-en, -ar, -arna)",94,16
paket,Paket,"(-et, −, -en)",95,16
jul,Weihnachten,"(-en, -ar, -arna)",96,16
gate,Ausgang,"(-n, -r, -rna)",97,17
rast,Pause,"(-en, -er, -erna)",98,17
efter,nach,"",100,17
pendla,pendeln,"(-r, -de, -t)",101,17
granne,Nachbar,"(-n, -ar, -arna)",103,17
platt,platt,(-a),103,17
stor,groß,"(större, störst)",103,17
meänkieli,Meänkieli,"",105,18
ändra,verändern,"(-r, -de, -t)",105,18
EU-medborgare,EU-Bürger,"(-n, −, EU-medborgarna)",105,18
vara,Ware,"(-n, varor, varorna)",105,18
rik,reich,"(-t, -a)",106,18
popstjärna,Popstar,"(-n, -or, -orna)",107,18
intervju,Interview,"(-n, -er, -erna)",108,18
föräldraledig,in Elternzeit,"(-t, -a)",108,18
luft,Luft,(-en),108,18
svensk krona,schwedische Krone,(SEK),110,18
berg,Berg,"(-et, −, -en)",110,19
kultur,Kultur,"(-en, -er, -erna)",111,19
hindu,Hindu,"(-n, -er, -erna)",111,19
konstutställning,Kunstausstellung,"(-en, -ar, -arna)",113,19
dagisbarn,Kindergartenkind,"(-et, −, -en)",113,19
barnfri,ohne Kinder,"(-tt, -a)",114,19
meddelande,Mitteilung,"(-n, −, -na)",114,19
leka,spielen,"(leker, lekte, lekt)",115,19
manlig,männlich,"(-t, -a)",116,19
papperskorg,Papierkorb,"(-en, -ar, -arna)",118,20
ångra,rückgängig machen,"(-r, -de, -t)",118,20
typsnitt,Schriftart,"(-et, −, -en)",118,20
starta,om neustarten,"(-r, -de, -t)",119,20
krascha,abstürzen,"(-r, -de, -t)",119,20
kategori,Kategorie,"(-n, -er, -erna)",121,20
variation,Variation,"(-en, -er, -erna)",123,20
bonde,Bauer,"(-n, bönder, bönderna)",123,20
trettiotal,30er Jahre,(-et),123,20
vinäger,Essig,(-n),123,21
grillad,gegrillt,"(grillat, -e)",123,21
tillräckig,genug,"(-t, -a)",124,21
pannkaka,Pfannkuchen,"(-n, pannkakor, pannkakorna)",124,21
blad,Blatt,"(-et, −, -en)",126,21
urgod,superlecker,"(urgott, -a)",127,21
australiensisk,australisch,"(-t, -a)",128,21
kubansk,kubanisch,"(-t, -a)",128,21
sydafrikansk,südafrikanisch,"(-t, -a)",128,21
vissa,manche,"",131,21
hjälpa,helfen,"(hjälper, hjälpte, hjälpt)",131,22
ute,draußen,"",133,22
läkemedelsföretag,Arzneimittelunternehmen,"(-et, −, -en)",134,22
affärsman,Geschäftsmann,"(-nen, affärsmän, affärsmännen)",134,22
skynda,sig sich beeilen,"(-r, -de, -t)",134,22
arbetsdag,Arbeitstag,"(-en, -ar, -arna)",137,22
taxichaufför,Taxifahrer/in,"(-en, -er, -erna)",139,22
stark,stark,"(-t, -a)",139,22
redigera,bearbeiten,"(-r, -de, -t)",139,22
bransch,Branche,"(-en, -er, -erna)",141,23
solig,sonnig,"(-t, -a)",141,23
hugga,hacken,"(hugger, högg, huggit)",141,23
uteplats,Terrasse/ Sitzgelegenheit draußen,"(-en, -er, -erna)",144,23
ju,doch,"",146,23
dass,Klohäuschen,"(-et, −, -en)",147,23
medan,während,"",148,23
frysa,frieren,"(fryser, frös, frusit)",149,24
vardagsrum,Wohnzimmer,"(-met, −, -men)",151,24
innesko,Schuh für drinnen,"(-n, -r, -rna)",152,24
knytis,Potluck,(knytkalas),153,24
gymnastiksal,Sporthalle,"(-en, -ar, -arna)",153,24
missa,verpassen,"(-r, -de, -t)",155,24
vård,Fürsorge,(-en),155,24
internet,Internet,"",157,24
påstående,Behauptung,"(-t, -n, -na)",160,25
klättra,upp hochklettern,"(-r, -de, -t)",160,25
sucka,seufzen,"(-r, -de, -t)",161,25
badplats,Badeplatz,"(-en, -er, -erna)",161,25
blåsig,windig,"(-t, -a)",163,25
ull,Wolle,(-en),164,25
skydda,schützen,"(-r, -de, -t)",165,25
prov,"Prüfung, Test","(-et, −, -en)",165,25
bedömning,Einschätzung,"(-en, -ar, -arna)",168,26
godkänd,gutgeheißen,"(godkänt, godkända)",168,26
lån,Darlehen,"(-et, −, -en)",168,26
intervjua,interviewen,"(-r, -de, -t)",170,26
mattelärare,Mathelehrer/in,(-n),170,26
färdig,fertig,"(-t, -a)",170,26
Berlin,Berlin,"",171,26
satsadverb,Satzadverb,"",172,26
tandkirurg,Zahnchirurge/Zahnchirurgin,"(-en, -er, -erna)",175,27
tomt,Grundstück,"(-en, -er, -erna)",175,27
månadsavgift,Monatsgebühr,"(-en, -er, -erna)",177,27
wc,= water closet WC,"(-:t, -:n, -:na)",177,27
som,wie,"",177,27
singelhushåll,Singlehaushalt,"(-et, −, -en)",177,27
äntligen,endlich,"",178,27
kvadrat,=kvadratmeter Quadratmeter,(vard),178,27
försöka,versuchen,"(-er, -te, -t)",179,27
förbereda,vorbereiten,"(-er, förberedde, förberett)",181,27
sympatisk,sympathisch,"(-t, -a)",182,28
vägg,Wand,"(-en, -ar, -arna)",182,28
krukväxt,Topfpflanze,"(-en, -er, -erna)",183,28
gardin,Vorhang,"(-en, -er, -erna)",185,28
hemmabio,Heimkino,(-n),187,28
förändring,Veränderung,"(-en, -ar, -arna)",189,28
kaffekonsumtion,Kaffeekonsum,"",189,28
koffeinfri,entkoffeiniert,"(-tt, -a)",190,28
kopiera,kopieren,"(-r, -de, -t)",191,28
hälla,schütten,"(-er, -de, -t)",191,29
PC,PC,"(-:n, -:ar, -:arna)",191,29
stopp,Stopp,"(-et, −, -en)",191,29
tvåa,Zwei,"(-n, -or, orna)",94,16
tolva,Zwölf,"(-n, -or, -orna)",94,16
skostorlek,Schuhgröße,"(-en, -ar, -arna)",94,16
Indien,Indien,"",95,16
framtidsadverb,Zukunftsadverb,"",96,16
stanna,vid anhalten an,"(-r, -de, -t)",97,17
dåtid,vergangene Zeit,(-en),98,17
bro,Brücke,"(-n, -ar, -arna)",100,17
region,Region,"(-en, -er, -erna)",101,17
slappa,entspannen,"(-r, -de, -t)",103,17
genom,durch,"",103,17
tredjedel,Drittel,"(-en, -ar, -arna)",103,17
fattig,arm,"(-t, -a)",105,18
politik,Politik,(-en),105,18
trä,Holz,"(-et, t)",105,18
kemivaror,Chemiewaren,"",105,18
exakt,genau,(-a),106,18
operasångare,Opernsänger,"(-n, −, operasångarna)",107,18
kilometer,Kilometer,(-n),108,18
köttbulle,Frikadelle,"(köttbullar, köttbullarna)",108,18
Lettland,Lettland,"",108,18
huvudstad,Hauptstadt,"(-en, huvudstäder, huvudstäderna)",110,18
bruttonationalprodukt,Bruttoinlandsprodukt,(BNP),110,19
gränsa,till angrenzen,"(-r, -de, -t)",111,19
odla,anbauen,"(-r, -de, -t)",111,19
golf,Golf,(-en),113,19
nybörjarkurs,Anfängerkurs,"(-en, -er, -erna)",114,19
duktig,"tüchtig, gut in etwas","(-t, -a)",114,19
sporthatare,Sporthasser,"(-n, −, -sporthatarna)",115,19
kök,Küche,"(-et, −, -en)",115,19
töntig,trottelig,"(-t, -a)",116,19
kursiv stil,Kursive,"(-en, -ar, -arna)",118,20
understreck,Unterstrich,"(-et, −, -en)",118,20
virus,Virus,"(-et, −, -en)",119,20
glömma,vergessen,"(glömmer, glömde, glömt)",119,20
e-postadress,E-mailadresse,"(-en, -er, -erna)",120,20
vardagsmat,Alltagsessen,(-en),123,20
färskpotatis,frische Kartoffeln,"(-en, −, -arna)",123,20
"skafferi(-t, -r, -rna) Speisekammer",undefined,"(-t, -r, -rna)",123,20
västkust,Westküste,(-en),123,20
fermenterad,fermentiert,"(fermenterat, -e)",123,21
undersökning,Untersuchung,"(-en, -ar, -arna)",124,21
substans,Substanz,"(-en, -er, -erna)",124,21
bondgård,Bauernhof,"(-en, -ar, -arna)",126,21
svamp,Pilz,"(-en, -ar, -arna)",127,21
grekisk,griechisch,"(-t, -a)",128,21
polsk,polnisch,"(-t, -a)",128,21
blodpudding,Blutpudding,(-en),128,21
än,als,"",131,21
problem,Problem,"(-et, −, -en)",131,22
uppe,oben,"",133,22
toppjobb,Topjob,"(-et, −, -en)",134,22
stressig,stressig,"(-t, -a)",134,22
Genève,Genf,"",135,22
servera,servieren,"(-r, -de, -t)",137,22
snickare,Schreiner/in,"(-n, −, snickarna)",139,22
kreativ,kreativ,"(-t, -a)",139,22
infinitiv,Infinitiv,"(-et, −, -en)",140,22
Kapitel,14,"",141,23
frihet,Freiheit,(-en),141,23
bråka,sich streiten,"(-r, -de, -t)",141,23
Skåne,Schonen,"",144,23
mås,Möwe,"(-en, -ar, -arna)",147,23
toalett,Toilette,"(-en, -er, -erna)",147,23
arrangera,arrangieren,"(-r, -de, -t)",148,23
vaniljsås,Vanillesauce,"(-en, -er, -erna)",149,23
cool,cool,"(-t, -a)",151,24
etikettsregel,Benimmregel,"(-n, etikettsregler, etikettsreglerna)",152,24
klassfest,Klassenparty,"(-en, -er, -erna)",153,24
tända,zünden,"(-er, -de, -t)",153,24
danssko,Tanzschuh,"(-n, -r, -rna)",153,24
nyfödd,neugeboren,"(nyfött, nyfödda)",154,24
par,Paar,"(-et, −, -en)",155,24
mindre,weniger,"",157,24
objekt,Objekt,"(-et, −, -en)",157,24
heta,heißen,"(heter, hette, hetat)",159,25
nicka,nicken,"(-r, -de, -t)",160,25
strand,Strand,"(-en, stränder, stränderna)",161,25
beskriva,beschreiben,"(beskriver, beskrev, beskrivit)",161,25
dygn,24 Stunden,"(-et, −, -en)",163,25
Sibirien,Sibirien,"",163,25
svettig,verschwitzt,"(-t, -a)",165,25
röra,på sig sich bewegen,"(rör, rörde, rört)",165,25
studie,Studium,"(-n, -er, -erna)",165,25
yrkesliv,Berufsleben,(-et),168,26
vårtermin,Frühjahrssemester,"(-en, -er, -erna)",168,26
fordon,Fahrzeug,"(-et, −, -en)",168,26
äldre,älter,"",168,26
söka,sich bewerben,"(-er, -te, -t)",168,26
plugghäst,Streber,"(-en, -ar, -arna)",170,26
kassa,Kasse,"(-n, -or, -orna)",170,26
bilverkstad,Autowerkstatt,"(-en, bilverkstäder, bilverkstäderna)",171,26
börs,Börse,"(-en, -er, -erna)",174,26
framtidsplan,Zukunftsplan,"(-en, -er, -erna)",175,27
bostadsrätt,Eigentumswohnung,"(-en, -er, -erna)",175,27
särbo,"Partner, die für sich wohnen",(vard),175,27
hyreskontrakt,Mietvertrag,"(-et, −, -en)",177,27
badrum,Badezimmer,"(-met, −, -en)",177,27
utom,außer,"",177,27
län,~Bundesland,"(-et, −, -en)",177,27
pendlingsavstånd,Pendelentfernung,"(-et, −, -en)",178,27
jättehög,sehr hoch,"(-t, -a)",178,27
juridik,Jura,"",179,27
gräsklippning,Rasenmähen,"(-en, -ar, -arna)",181,27
trädgårsdsarbete,Arbeit im Garten,(-t),182,28
kristallkrona,Kronleuchter,"(-n, -or, -orna)",182,28
designlampa,Designerlampe,"(-n, -or, -orna)",182,28
bokhylla,Bücherregal,"(-n, -or, -orna)",183,28
matbord,Esstisch,"(-et, −, -en)",185,28
fönster,Fenster,"(fönstret, −, fönstren)",185,28
enorm,riesig,"(-t, -a)",187,28
handla,om von … handeln,"(-r, -de, -t)",187,28
femma,Fünf,"(-n, -or, -orna)",94,16
hiss,Aufzug,"(-en, -ar, -arna)",94,16
växla,en tjuga einen Zwanziger wechseln,"(-r, -de, -t)",94,16
våningsplan,Etage,"(-et, −, -en)",94,16
station,Bahnhof,"(-en, -er, -erna)",95,16
byte till,Umstieg in,(buss/tåg/båt),97,17
receptionist,Rezeptionist/in,"(-en, -er, -erna)",97,17
mittemot,gegenüber,"",99,17
ovanlig,ungewöhnlich,"(-t, -a)",101,17
älskling,Liebling,"(-en, -ar, -arna)",103,17
halvö,Halbinsel,"(-n, -ar, -arna)",103,17
Östersjön,Ostsee,"",103,17
Ryssland,Russland,"",105,17
Sydeuropa,Südeuropa,"",105,18
Latinamerika,Lateinamerika,"",105,18
artist,Artist,"(-en, -er, -erna)",105,18
invånare,Einwohner,"(-n, −, invånarna)",106,18
fel,falsch,"(-et, −, -en)",106,18
millennium,Millennium,"(millenniet, millennier, millennierna)",107,18
jättekonstig,sehr komisch,"(-t, -a)",108,18
tobak,Tabak,(-en),108,18
kvadratkilometer,Quadratkilometer,"(-n, −, kvadratkilometrarna)",110,18
regent,Regent,"(-en, -er, -erna)",110,19
kvinnonamn,Frauenname,"(-et, −, -en)",111,19
kristen,Christ,(kristna),111,19
Kapitel,11,"",111,19
tjejkompis,Freundin,"(-en, -ar, -arna)",113,19
profil,Profil,"(-en, -er, -erna)",114,19
rad,"Reihe, Zeile","(-en, -er, -erna)",114,19
älgstek,Elchbraten,"(-en, -ar, -arna)",115,19
äventyrlig,abenteuerlich,"(-t, -a)",116,19
för,weil,"",117,20
bindestreck,Bindestrich,"(-et, −, -en)",118,20
frågetecken,Fragezeichen,"",118,20
hårddisk,Festplatte,"(-en, -ar, -arna)",119,20
dokument,Dokument,"(-et, −, -en)",119,20
råvara,Rohstoff,"(-n, -or, -orna)",123,20
potatisgratäng,Kartoffelauflauf,(-en),123,20
rågmjöl,Roggenmehl,(-et),123,20
älgburgare,Elchburger,"(-n, −, -na)",123,20
variant,Variante,"(-en, -er, -erna)",123,21
plocka,pflücken,"(-r, -de, -t)",123,21
fiber,Fasern,"(fibern, fibrer, fibrerna)",124,21
mjölkchoklad,Milchschokolade,"",125,21
sparris,Spargel,"(-en, -ar, -arna)",127,21
bisats,Nebensatz,"(-en, -er, -erna)",127,21
indonesisk,indonesisch,"(-t, -a)",128,21
pakistansk,pakistanisch,"(-t, -a)",128,21
redo,bereit,"",130,21
morgon,Morgen,"(-en, morgnar, morgnarna)",131,22
kändis,Promi,"(-en, -ar, -arna)",131,22
hit,hierhin,"",133,22
hämta,holen,"(-r, -de, -t)",134,22
kyckingfilé,Hühnerfilet,"(-n, -er, -erna)",134,22
fokus,Fokus,(-et),135,22
arkitekt,Architekt/-in,"(-en, -er, -erna)",139,22
pedagogisk,pädagogisch,"(-t, -a)",139,22
idrottslärare,Sportlehrer/-in,"(-n, −, idrottslärarna)",139,22
inriktning,Einrichtung,"(-en, -ar, -arna)",141,23
närmaste,nächste,"",141,23
renovera,renovieren,"(-r, -de, -t)",141,23
statistik,Statistik,(-en),143,23
muntlig,mündlich,"(-t, -a)",146,23
kliva,ur aussteigen,"(kliver, klev, klivit)",147,23
snöre,Schnur,"(-t, -n, -na)",148,23
ställe,Stelle,"(-t, -n, -na)",148,23
relativ,relativ,"(-t, a)",149,24
läsare,Leser,"(-n, −, läsarna)",152,24
(einer Wohnung/eines Hauses),undefined,(einer Wohnung/eines Hauses),153,24
brännboll,Brennball,"(-en, -ar, -arna)",153,24
eftersom,weil,"",154,24
Kapitel,15,"",155,24
motionera,Sport treiben,"(-r, -de, -t)",157,24
föräldrapenning,Elterngeld,(-en),159,25
verka,som scheinen als,"(-r, -de, -t)",161,25
lov,Ferien,"(-et, −, -en)",162,25
aprilväder,Aprilwetter,(aprilvädret) (svenskt uttryck för omväxlande väder),163,25
huvud,Kopf,"(-et, -en, -ena)",165,25
energi,Energie,"(-n, -er, -erna)",165,25
respekt,Respekt,"",165,25
klara,schaffen,"(-r, -de, -t)",167,25
högskola,Hochschule,"(-n, -or, -orna)",168,26
"(-n, -or, -orna) Freischule",undefined,"(-n, -or, -orna)",168,26
program,Programm,"(-met, −, -men)",168,26
jurist,Jurist/in,"(-en, -er, -erna)",168,26
Japan,Japan,"",168,26
skolka,blau machen,"(-r, -de, -t)",170,26
vara rädd,Angst haben,(-a),170,26
söka,jobb Arbeit suchen,"(-er, -te, -t)",171,26
byggnadsingenjör,Bauingenieur/in,"(-en, -er, -erna)",174,26
Grekland,Griechenland,"",175,27
elda,Feuer machen,"(-r, -de, -t)",175,27
förråd,Vorratskammer,"(-et, −, -en)",177,27
urbanisering,Urbanisierung,(-en),177,27
uppvärmning,Heizung,(-en),178,27
jämförelse,Vergleich,"(-n, -r, -rna)",179,27
visning,Besichtigung,"(-en, -ar, -arna)",182,28
filt,Decke,"(-en, -ar, -arna)",182,28
skrivbord,Schreibtisch,"(-et, −, -en)",183,28
tidtabell,Fahrplan,"(-en, -er, -erna)",184,28
arbetsrum,Arbeitszimmer,"(-met, −, -men)",186,28
kratta,löv Laub harken,"(-r, -de, -t)",187,28
hålla,igång am Laufen halten,"(-er, höll, hållit)",189,28
oftare,öfter,"",190,28
funka,funktionieren,"(-r, -de, -t)",191,28
trycka,drücken,"(-er, -te, -t)",191,29
knapp,Knopf,"(-en, -ar, -arna)",191,29
beställa,tid sich einen Termin geben lassen,"(-er, -de, -t)",193,29
senaste,neueste,"",193,29
laglig,legal,"(-t, -a)",194,29
lycklig,glücklich,"(-t, -a)",194,29
support,Support,(-en),195,29
sexa,Sechs,"(-n, or, sexorna)",94,16
jättenöjd,sehr zufrieden,"(-t, -a)",94,16
födelseår,Geburtsjahr,"(-et, −, -en)",94,16
partikelverb,Partikelverb,"(-et,−, -en)",95,16
föreläsning,Vorlesung,"(-en, -ar, -arna)",96,16
flight,Flug,"",97,17
framtid,Zukunft,(-en),98,17
tvärgata,Querstraße,"(-n, -or, -orna)",100,17
landskap,Landschaft,"(-et, −, -en)",102,17
puss,Kuss,"(-en, -ar, -arna)",103,17
kustlinje,Küstenlinie,"(-n, -er, -erna)",103,17
ursprung,Ursprung,"(-et, −, -en)",105,17
emigrera,emigrieren,"(-r, -de, -t)",105,18
invandring,Einwanderung,(-en),105,18
pappersmassa,Papiermasse,"(-n, pappersmassor, pappersmassorna)",105,18
